Component,Filename,fileFormat,resourceType,dataType,dataSubtype,assay,individualID,species,sex,age,ageUnit,diagnosis,nf1Genotype,nf2Genotype,tumorType,modelSystemName,organ,comments,parentSpecimenID,specimenID,aliquotID,platform,nucleicAcidSource,specimenPreparationMethod,specimenType,runType,libraryStrand,libraryPrep,libraryPreparationMethod,readPair,readLength,readDepth,targetDepth,batchID,genePerturbed,genePerturbationType,genePerturbationTechnology,experimentalCondition,isCellLine,eTag,fundingAgency,studyId,studyName,initiative,entityId
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016798_SRR31653912_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276314,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample V2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276314,GSM8674105: V2,SRR31653912_V2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653912,SHP2,,,V2,No,9fb4f68f-e326-452a-9fa1-1b5161795bb3,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647768
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016818_SRR31653892_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276291,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample VEH-5-Day-2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276291,GSM8674125: VEH-5-Day-2,SRR31653892_VEH-5-Day-2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653892,SHP2,,,VEH-5-Day-2,No,a645fdf8-57a0-413f-a045-d54d05dc9534,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647769
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016801_SRR31653909_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276311,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample S6, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276311,GSM8674108: S6,SRR31653909_S6,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653909,SHP2,,,S6,No,ee0e1098-310c-4fee-8034-55f1fd9b240d,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647770
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016813_SRR31653897_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276297,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-21-Day-1, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276297,GSM8674120: Shp-21-Day-1,SRR31653897_Shp-21-Day-1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653897,SHP2,,,Shp-21-Day-1,No,53b0a385-c20f-4505-86cc-f89f22a05c8a,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647771
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016802_SRR31653908_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276281,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-21-Day-6, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276281,GSM8674133: Shp-21-Day-6,SRR31653884_Shp-21-Day-6,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653884,SHP2,,,Shp-21-Day-6,No,d8207565-19d4-47ea-bfc3-cb78bcf11c11,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647772
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016813_SRR31653897_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276297,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-21-Day-1, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276297,GSM8674120: Shp-21-Day-1,SRR31653897_Shp-21-Day-1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653897,SHP2,,,Shp-21-Day-1,No,cbb8fb87-22c8-44bb-ba44-ce43a3cfb204,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647773
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016819_SRR31653891_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276290,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-5-Day-1, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276290,GSM8674126: Shp-5-Day-1,SRR31653891_Shp-5-Day-1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653891,SHP2,,,Shp-5-Day-1,No,49eb0d85-b5ac-4fed-9cc5-ff7e19c14e46,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647774
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016820_SRR31653890_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276288,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-21-Day-3, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276288,GSM8674127: Shp-21-Day-3,SRR31653890_Shp-21-Day-3,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653890,SHP2,,,Shp-21-Day-3,No,7c96d5af-73ae-4b41-8640-8222bee33d84,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647775
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016822_SRR31653888_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276286,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-5-Day-4, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276286,GSM8674129: Shp-5-Day-4,SRR31653888_Shp-5-Day-4,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653888,SHP2,,,Shp-5-Day-4,No,2cb5a782-06a1-494b-b84d-348892c617c3,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647776
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016820_SRR31653890_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276288,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-21-Day-3, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276288,GSM8674127: Shp-21-Day-3,SRR31653890_Shp-21-Day-3,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653890,SHP2,,,Shp-21-Day-3,No,93c19a66-e8e0-4162-bd59-f15b36f5ba60,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647777
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016819_SRR31653891_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276290,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample Shp-5-Day-1, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276290,GSM8674126: Shp-5-Day-1,SRR31653891_Shp-5-Day-1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653891,SHP2,,,Shp-5-Day-1,No,fcc4e6be-bbaa-4994-a92a-6e705732842c,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647778
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016800_SRR31653910_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276312,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"RNA-Seq data from Mus musculus, sample S2, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study aims to identify mechanisms of acquired resistance and evaluate novel treatment approaches.",SAMN45276312,GSM8674107: S2,SRR31653910_S2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653910,SHP2,,,S2,No,fa76097d-b0b4-4861-98b7-4c184a4b2eda,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647779
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016803_SRR31653907_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276308,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Mus musculus sample S1 (GSM8674110) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276308,GSM8674110: S1,SRR31653907_S1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653907,SHP2,,,S1,No,9e077b56-787c-420e-affc-9187130193b2,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647780
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016821_SRR31653889_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276287,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Mus musculus sample Shp-21-Day-5 (GSM8674128) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276287,GSM8674128: Shp-21-Day-5,SRR31653889_Shp-21-Day-5,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653889,SHP2,,,Shp-21-Day-5,No,b35d8849-cb1b-49f7-a58b-04ff6bfc2f72,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647781
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016799_SRR31653911_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276313,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Mus musculus sample V3 (GSM8674106) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276313,GSM8674106: V3,SRR31653911_V3,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653911,SHP2,,,V3,No,0f87b628-1588-4b24-a6df-65e56ef928b9,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647783
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016821_SRR31653889_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276287,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Mus musculus sample Shp-21-Day-5 (GSM8674128) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276287,GSM8674128: Shp-21-Day-5,SRR31653889_Shp-21-Day-5,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653889,SHP2,,,Shp-21-Day-5,No,db382bd2-7a2b-452f-a990-8e34a8a23489,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647784
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016804_SRR31653906_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276307,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Mus musculus sample V1 (GSM8674111) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276307,GSM8674111: V1,SRR31653906_V1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653906,SHP2,,,V1,No,5d0aa47a-c122-4fdd-912d-070b9ff902d1,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647785
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016797_SRR31653913_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276315,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Mus musculus sample S3 (GSM8674104) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276315,GSM8674104: S3,SRR31653913_S3,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653913,SHP2,,,S3,No,8091e153-da4d-4665-a3f2-33c53cd85c16,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647786
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016804_SRR31653906_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276307,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Mus musculus sample V1 (GSM8674111) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276307,GSM8674111: V1,SRR31653906_V1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653906,SHP2,,,V1,No,e67e74e4-b8bb-45e7-bc1e-56c0b25b2328,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647787
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016796_SRR31653914_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276317,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Mus musculus sample S5 (GSM8674103) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276317,GSM8674103: S5,SRR31653914_S5,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653914,SHP2,,,S5,No,80f9ad88-1c6d-4f7f-8365-ce9418b47be0,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647788
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016807_SRR31653903_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276304,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Homo sapiens sample PDX16-V3 (GSM8674114) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276304,GSM8674114: PDX16-V3,SRR31653903_PDX16-V3,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653903,SHP2,,,PDX16-V3,No,79dcf343-7b96-40e6-80df-b73b01334a8a,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647792
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016805_SRR31653905_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276306,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Homo sapiens sample PDX16-V2 (GSM8674112) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276306,GSM8674112: PDX16-V2,SRR31653905_PDX16-V2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653905,SHP2,,,PDX16-V2,No,df67667d-9fad-441a-bc46-de20f59c2319,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647793
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016807_SRR31653903_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276304,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Homo sapiens sample PDX16-V3 (GSM8674114) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276304,GSM8674114: PDX16-V3,SRR31653903_PDX16-V3,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653903,SHP2,,,PDX16-V3,No,bbede97b-3712-4ab6-91c9-744a021e4fa0,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647797
